db_order_id,invoice_number,stt,product_code,product_name_pdf,product_name_clean,product_name_source,unit,unit_pdf,quantity,unit_price,line_total
6,BH26_0940,2,000216003008000,Xe nnp Thnng Nhnt GN 06-24 2.0 Ghi,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,AUTO_CLEAN,Chiếc,Chinc,1.0,1530555.0,1530555.0
6,BH26_0940,3,000216003001000,Xe nnp Thnng Nhnt GN 06-24 2.0 nen,Xe đạp Thống Nhất GN 06-24 2.0 nen,AUTO_CLEAN,Chiếc,Chinc,1.0,1530555.0,1530555.0
6,BH26_0940,4,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,Xe đạp Thống Nhất MTB 26-02 nen,AUTO_CLEAN,Chiếc,Chinc,1.0,1799444.0,1799444.0
6,BH26_0940,5,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,Xe đạp Thống Nhất SK 24 ghi,AUTO_CLEAN,Chiếc,Chinc,1.0,1622222.0,1622222.0
6,BH26_0940,6,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,Xe đạp Thống Nhất SK 24 nen,AUTO_CLEAN,Chiếc,Chinc,1.0,1622222.0,1622222.0
6,BH26_0940,7,000132002022001,Xe nnp Thnng Nhnt GN 2.0 20 xanh - Superma,Xe đạp Thống Nhất GN 2.0 20 xanh - Superma,AUTO_CLEAN,n Chiếc,n Chinc,1.0,1310555.0,1310555.0
6,BH26_0940,8,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,Xe đạp Thống Nhất SK 20 nen,AUTO_CLEAN,Chiếc,Chinc,1.0,1377777.0,1377777.0
6,BH26_0940,9,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,Xe đạp Thống Nhất SK 20 xanh,AUTO_CLEAN,Chiếc,Chinc,1.0,1377777.0,1377777.0
6,BH26_0940,10,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,Xe đạp Thống Nhất TE Bunny 16 Hồng,AUTO_CLEAN,Chiếc,Chinc,2.0,943888.0,1887776.0
6,BH26_0940,11,1000270020150000,Xe nnp Thnng Nhnt TE Spaceboy 16 Café/nâu,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,AUTO_CLEAN,Chiếc,Chinc,2.0,943888.0,1887776.0
6,BH26_0940,12,1000270020220000,Xe nnp Thnng Nhnt TE Spaceboy 16 Xanh dnn,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dnn,AUTO_CLEAN,ngChiếc,ngChinc,2.0,943888.0,1887776.0
6,BH26_0940,13,1000210020090000,Xe nnp Thnng Nhnt TE Love 12 Hnng,Xe đạp Thống Nhất TE Love 12 Hồng,AUTO_CLEAN,Chiếc,Chinc,1.0,882777.0,882777.0
6,BH26_0940,14,000102002023000,Xe nnp Thnng Nhnt We Bare Bears 12 Kem,Xe đạp Thống Nhất We Bare Bears 12 Kem,AUTO_CLEAN,Chiếc,Chinc,1.0,1132407.0,1132407.0
6,BH26_0940,15,000102002009000,Xe nnp Thnng Nhnt We Bare Bears 12 Hnng,Xe đạp Thống Nhất We Bare Bears 12 Hồng,AUTO_CLEAN,Chiếc,Chinc,1.0,1132407.0,1132407.0
7,BH26_0941,1,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,Xe đạp Thống Nhất TE Bunny 16 Hồng,AUTO_CLEAN,Chiếc,Chinc,1.0,943888.0,943888.0
7,BH26_0941,2,1000240020220000,Xe nnp Thnng Nhnt TE Bunny 16 Xanh dnnng,Xe đạp Thống Nhất TE Bunny 16 Xanh dnnng,AUTO_CLEAN,Chiếc,Chinc,1.0,943888.0,943888.0
7,BH26_0941,3,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,Xe đạp Thống Nhất LD 26 Kem,AUTO_CLEAN,Chiếc,Chinc,4.0,1799444.0,7197776.0
7,BH26_0941,4,000230002013000,Xe nnp Thnng Nhnt LD 26 Pastel Xanh,Xe đạp Thống Nhất LD 26 Pastel Xanh,AUTO_CLEAN,Chiếc,Chinc,3.0,1799444.0,5398332.0
7,BH26_0941,5,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,Xe đạp Thống Nhất LD 26 Pastel Hồng,AUTO_CLEAN,Chiếc,Chinc,3.0,1799444.0,5398332.0
7,BH26_0941,6,1000240020220000,Xe nnp Thnng Nhnt TE Bunny 16 Xanh dnnng,Xe đạp Thống Nhất TE Bunny 16 Xanh dnnng,AUTO_CLEAN,Chiếc,Chinc,3.0,943888.0,2831664.0
7,BH26_0941,7,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,Xe đạp Thống Nhất TE Bunny 16 Hồng,AUTO_CLEAN,Chiếc,Chinc,2.0,943888.0,1887776.0
7,BH26_0941,8,000231002023000,Xe nnp Thnng Nhnt LD 26 We Bare Bears Kem,Xe đạp Thống Nhất LD 26 We Bare Bears Kem,AUTO_CLEAN,Chiếc,Chinc,1.0,2172222.0,2172222.0
7,BH26_0941,9,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,Xe đạp Thống Nhất SK 20 xanh,AUTO_CLEAN,Chiếc,Chinc,1.0,1377777.0,1377777.0
7,BH26_0941,10,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,Xe đạp Thống Nhất New 26 Café/nâu,AUTO_CLEAN,Chiếc,Chinc,2.0,1616111.0,3232222.0
7,BH26_0941,11,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,Xe đạp Thống Nhất New 26 Kem,AUTO_CLEAN,Chiếc,Chinc,1.0,1616111.0,1616111.0
7,BH26_0941,12,000224002023000,Xe nnp Thnng Nhnt New 24 Kem,Xe đạp Thống Nhất New 24 Kem,AUTO_CLEAN,Chiếc,Chinc,2.0,1555000.0,3110000.0
8,BH26_0942,1,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,Xe đạp Thống Nhất LD 26 Pastel Hồng,AUTO_CLEAN,Chiếc,Chinc,5.0,1799444.0,8997220.0
8,BH26_0942,2,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,Xe đạp Thống Nhất LD 26 Kem,AUTO_CLEAN,Chiếc,Chinc,7.0,1799444.0,12596108.0
8,BH26_0942,3,000336002004000,Xe nnp Thnng Nhnt SK 20 nn,Xe đạp Thống Nhất SK 20 nn,AUTO_CLEAN,Chiếc,Chinc,7.0,1377777.0,9644439.0
8,BH26_0942,4,000219002022000,Xe nnp Thnng Nhnt GN 2.0 700C Xanh,Xe đạp Thống Nhất GN 2.0 700C Xanh,AUTO_CLEAN,Chiếc,Chinc,4.0,1744444.0,6977776.0
8,BH26_0942,5,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,Xe đạp Thống Nhất New 26 Café/nâu,AUTO_CLEAN,Chiếc,Chinc,8.0,1616111.0,12928888.0
8,BH26_0942,6,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,Xe đạp Thống Nhất New 26 Kem,AUTO_CLEAN,Chiếc,Chinc,5.0,1616111.0,8080555.0
8,BH26_0942,7,000232003008000,Xe nnp Thnng Nhnt MS 27.5 Ghi,Xe đạp Thống Nhất MS 27.5 Ghi,AUTO_CLEAN,Chiếc,Chinc,7.0,2233333.0,15633331.0
8,BH26_0942,8,000331002022000,Xe nnp Thnng Nhnt MTB 26-02 Xanh dnnng,Xe đạp Thống Nhất MTB 26-02 Xanh dnnng,AUTO_CLEAN,Chiếc,Chinc,7.0,1799444.0,12596108.0
8,BH26_0942,9,1000270020150000,Xe nnp Thnng Nhnt TE Spaceboy 16 Café/nâu,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,AUTO_CLEAN,Chiếc,Chinc,2.0,943888.0,1887776.0
8,BH26_0942,10,000216003001000,Xe nnp Thnng Nhnt GN 06-24 2.0 nen,Xe đạp Thống Nhất GN 06-24 2.0 nen,AUTO_CLEAN,Chiếc,Chinc,5.0,1530555.0,7652775.0
8,BH26_0942,11,000216003008000,Xe nnp Thnng Nhnt GN 06-24 2.0 Ghi,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,AUTO_CLEAN,Chiếc,Chinc,2.0,1530555.0,3061110.0
8,BH26_0942,12,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,Xe đạp Thống Nhất GN 06-26 2.0 nen,AUTO_CLEAN,Chiếc,Chinc,3.0,1591666.0,4774998.0
8,BH26_0942,13,000333002001002,Xe nnp Thnng Nhnt Super 26 S nen,Xe đạp Thống Nhất Super 26 S nen,AUTO_CLEAN,Chiếc,Chinc,3.0,2294444.0,6883332.0
8,BH26_0942,14,000333002008000,Xe nnp Thnng Nhnt Super 26 S ghi,Xe đạp Thống Nhất Super 26 S ghi,AUTO_CLEAN,Chiếc,Chinc,2.0,2294444.0,4588888.0
9,BH26_0943,1,000230002002000,Xe nnp Thnng Nhnt LD 26 Trnng,Xe đạp Thống Nhất LD 26 Trắng,AUTO_CLEAN,Chiếc,Chinc,1.0,1799444.0,1799444.0
9,BH26_0943,2,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,Xe đạp Thống Nhất SK 24 nen,AUTO_CLEAN,Chiếc,Chinc,1.0,1622222.0,1622222.0
9,BH26_0943,3,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,Xe đạp Thống Nhất SK 24 ghi,AUTO_CLEAN,Chiếc,Chinc,3.0,1622222.0,4866666.0
9,BH26_0943,4,000106002001000,Xe nnp Thnng Nhnt Batwheels 16 nen,Xe đạp Thống Nhất Batwheels 16 nen,AUTO_CLEAN,Chiếc,Chinc,1.0,1262037.0,1262037.0
9,BH26_0943,5,000106002013000,Xe nnp Thnng Nhnt Batwheels 16 Xanh,Xe đạp Thống Nhất Batwheels 16 Xanh,AUTO_CLEAN,Chiếc,Chinc,1.0,1262037.0,1262037.0
9,BH26_0943,6,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,Xe đạp Thống Nhất SK 20 xanh,AUTO_CLEAN,Chiếc,Chinc,3.0,1377777.0,4133331.0
9,BH26_0943,7,000224002002000,Xe nnp Thnng Nhnt New 24 Trnng,Xe đạp Thống Nhất New 24 Trắng,AUTO_CLEAN,Chiếc,Chinc,2.0,1555000.0,3110000.0
9,BH26_0943,8,000216003001000,Xe nnp Thnng Nhnt GN 06-24 2.0 nen,Xe đạp Thống Nhất GN 06-24 2.0 nen,AUTO_CLEAN,Chiếc,Chinc,2.0,1530555.0,3061110.0
9,BH26_0943,9,000219002012000,Xe nnp Thnng Nhnt GN 2.0 700C Ghi,Xe đạp Thống Nhất GN 2.0 700C Ghi,AUTO_CLEAN,Chiếc,Chinc,1.0,1744444.0,1744444.0
9,BH26_0943,10,000219002023000,Xe nnp Thnng Nhnt GN 2.0 700C Kem,Xe đạp Thống Nhất GN 2.0 700C Kem,AUTO_CLEAN,Chiếc,Chinc,1.0,1744444.0,1744444.0
9,BH26_0943,11,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,Xe đạp Thống Nhất Puppy 20 Hồng,AUTO_CLEAN,Chiếc,Chinc,1.0,1310555.0,1310555.0
9,BH26_0943,12,000226003002000,Xe nnp Thnng Nhnt LD 24-01_2023 Trnng,Xe đạp Thống Nhất LD 24-01_2023 Trắng,AUTO_CLEAN,Chiếc,Chinc,1.0,1683333.0,1683333.0
9,BH26_0943,13,000230002013000,Xe nnp Thnng Nhnt LD 26 Pastel Xanh,Xe đạp Thống Nhất LD 26 Pastel Xanh,AUTO_CLEAN,Chiếc,Chinc,1.0,1799444.0,1799444.0
9,BH26_0943,14,1060010000200000,Xe nnp Thnng Nhnt TE Super Man 16 Xanh,Xe đạp Thống Nhất TE Super Man 16 Xanh,AUTO_CLEAN,Chiếc,Chinc,2.0,1326851.0,2653702.0
9,BH26_0943,15,1040010000080000,Xe nnp Thnng Nhnt TE Batman16 Ghi,Xe đạp Thống Nhất TE Batman16 Ghi,AUTO_CLEAN,Chiếc,Chinc,1.0,1326851.0,1326851.0
9,BH26_0943,16,000125002002000,Xe nnp Thnng Nhnt Puppy 20 Trnng,Xe đạp Thống Nhất Puppy 20 Trắng,AUTO_CLEAN,Chiếc,Chinc,1.0,1310555.0,1310555.0
10,BH26_0944,1,000224002026000,Xe nnp Thnng Nhnt New 24 Xanh mint,Xe đạp Thống Nhất New 24 Xanh mint,AUTO_CLEAN,Chiếc,Chinc,3.0,1555000.0,4665000.0
10,BH26_0944,2,000224002002000,Xe nnp Thnng Nhnt New 24 Trnng,Xe đạp Thống Nhất New 24 Trắng,AUTO_CLEAN,Chiếc,Chinc,3.0,1555000.0,4665000.0
10,BH26_0944,3,000217003005000,Xe nnp Thnng Nhnt GN 06-26 2.0 Cam,Xe đạp Thống Nhất GN 06-26 2.0 Cam,AUTO_CLEAN,Chiếc,Chinc,2.0,1591666.0,3183332.0
10,BH26_0944,4,000225002025000,Xe nnp Thnng Nhnt New 26 Xanh mint,Xe đạp Thống Nhất New 26 Xanh mint,AUTO_CLEAN,Chiếc,Chinc,4.0,1616111.0,6464444.0
10,BH26_0944,5,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,Xe đạp Thống Nhất New 26 Café/nâu,AUTO_CLEAN,Chiếc,Chinc,4.0,1616111.0,6464444.0
10,BH26_0944,6,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,Xe đạp Thống Nhất MTB 26-02 nen,AUTO_CLEAN,Chiếc,Chinc,1.0,1799444.0,1799444.0
10,BH26_0944,7,000331002008000,Xe nnp Thnng Nhnt MTB 26-02 Ghi,Xe đạp Thống Nhất MTB 26-02 Ghi,AUTO_CLEAN,Chiếc,Chinc,1.0,1799444.0,1799444.0
10,BH26_0944,8,000225002024000,Xe nnp Thnng Nhnt New 26 Tím,Xe đạp Thống Nhất New 26 Tím,AUTO_CLEAN,Chiếc,Chinc,3.0,1616111.0,4848333.0
10,BH26_0944,9,000125002002000,Xe nnp Thnng Nhnt Puppy 20 Trnng,Xe đạp Thống Nhất Puppy 20 Trắng,AUTO_CLEAN,Chiếc,Chinc,3.0,1310555.0,3931665.0
10,BH26_0944,10,000125002013000,Xe nnp Thnng Nhnt Puppy 20 Xanh,Xe đạp Thống Nhất Puppy 20 Xanh,AUTO_CLEAN,Chiếc,Chinc,1.0,1310555.0,1310555.0
10,BH26_0944,11,000217002007000,Xe nnp Thnng Nhnt GN 06-26 Coban,Xe đạp Thống Nhất GN 06-26 Cơ bản,AUTO_CLEAN,Chiếc,Chinc,2.0,1469444.0,2938888.0
10,BH26_0944,12,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,Xe đạp Thống Nhất LD 26 Pastel Hồng,AUTO_CLEAN,Chiếc,Chinc,2.0,1799444.0,3598888.0
10,BH26_0944,13,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,Xe đạp Thống Nhất TE Bunny 16 Hồng,AUTO_CLEAN,Chiếc,Chinc,1.0,943888.0,943888.0
11,BH26_0945,1,000331002004000,Xe nnp Thnng Nhnt MTB 26-02 nn tnni,Xe đạp Thống Nhất MTB 26-02 nn tnni,AUTO_CLEAN,Chiếc,Chinc,2.0,1799444.0,3598888.0
11,BH26_0945,2,000224002023000,Xe nnp Thnng Nhnt New 24 Kem,Xe đạp Thống Nhất New 24 Kem,AUTO_CLEAN,Chiếc,Chinc,2.0,1555000.0,3110000.0
11,BH26_0945,3,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,Xe đạp Thống Nhất Puppy 20 Hồng,AUTO_CLEAN,Chiếc,Chinc,2.0,1310555.0,2621110.0
11,BH26_0945,4,000125002002000,Xe nnp Thnng Nhnt Puppy 20 Trnng,Xe đạp Thống Nhất Puppy 20 Trắng,AUTO_CLEAN,Chiếc,Chinc,2.0,1310555.0,2621110.0
11,BH26_0945,5,000125002013000,Xe nnp Thnng Nhnt Puppy 20 Xanh,Xe đạp Thống Nhất Puppy 20 Xanh,AUTO_CLEAN,Chiếc,Chinc,1.0,1310555.0,1310555.0
11,BH26_0945,6,000125002023000,Xe nnp Thnng Nhnt Puppy 20 Kem,Xe đạp Thống Nhất Puppy 20 Kem,AUTO_CLEAN,Chiếc,Chinc,2.0,1310555.0,2621110.0
11,BH26_0945,7,000124002009000,Xe nnp Thnng Nhnt Neo 2004 Hnng,Xe đạp Thống Nhất Neo 2004 Hồng,AUTO_CLEAN,Chiếc,Chinc,2.0,1111111.0,2222222.0
11,BH26_0945,8,000124002024000,Xe nnp Thnng Nhnt Neo 2004 Tím,Xe đạp Thống Nhất Neo 2004 Tím,AUTO_CLEAN,Chiếc,Chinc,2.0,1111111.0,2222222.0
11,BH26_0945,9,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,Xe đạp Thống Nhất SK 20 xanh,AUTO_CLEAN,Chiếc,Chinc,1.0,1377777.0,1377777.0
11,BH26_0945,10,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,Xe đạp Thống Nhất SK 20 nen,AUTO_CLEAN,Chiếc,Chinc,1.0,1377777.0,1377777.0
11,BH26_0945,11,000336002004000,Xe nnp Thnng Nhnt SK 20 nn,Xe đạp Thống Nhất SK 20 nn,AUTO_CLEAN,Chiếc,Chinc,1.0,1377777.0,1377777.0
11,BH26_0945,12,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,Xe đạp Thống Nhất LD 26 Pastel Hồng,AUTO_CLEAN,Chiếc,Chinc,2.0,1799444.0,3598888.0
11,BH26_0945,13,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,Xe đạp Thống Nhất SK 24 ghi,AUTO_CLEAN,Chiếc,Chinc,1.0,1622222.0,1622222.0
12,BH26_0946,1,000125002013000,Xe nnp Thnng Nhnt Puppy 20 Xanh,Xe đạp Thống Nhất Puppy 20 Xanh,AUTO_CLEAN,Chiếc,Chinc,1.0,1310555.0,1310555.0
12,BH26_0946,2,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,Xe đạp Thống Nhất Puppy 20 Hồng,AUTO_CLEAN,Chiếc,Chinc,1.0,1310555.0,1310555.0
12,BH26_0946,3,000131002004005,Xe nnp Thnng Nhnt GN 06 20 2024 nn,Xe đạp Thống Nhất GN 06 20 2024 nn,AUTO_CLEAN,Chiếc,Chinc,1.0,1169907.0,1169907.0
12,BH26_0946,4,000217002003000,Xe nnp Thnng Nhnt GN 06-26 nn nun,Xe đạp Thống Nhất GN 06-26 nn nun,AUTO_CLEAN,Chiếc,Chinc,1.0,1469444.0,1469444.0
12,BH26_0946,5,000217002007000,Xe nnp Thnng Nhnt GN 06-26 Coban,Xe đạp Thống Nhất GN 06-26 Cơ bản,AUTO_CLEAN,Chiếc,Chinc,1.0,1469444.0,1469444.0
12,BH26_0946,6,000225002015000,Xe nnp Thnng Nhnt New 26 Café/nâu,Xe đạp Thống Nhất New 26 Café/nâu,AUTO_CLEAN,Chiếc,Chinc,2.0,1616111.0,3232222.0
12,BH26_0946,7,000225002002000,Xe nnp Thnng Nhnt New 26 Trnng,Xe đạp Thống Nhất New 26 Trắng,AUTO_CLEAN,Chiếc,Chinc,1.0,1616111.0,1616111.0
12,BH26_0946,8,000224002015000,Xe nnp Thnng Nhnt New 24 Café/nâu,Xe đạp Thống Nhất New 24 Café/nâu,AUTO_CLEAN,Chiếc,Chinc,2.0,1555000.0,3110000.0
12,BH26_0946,9,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,Xe đạp Thống Nhất SK 24 nen,AUTO_CLEAN,Chiếc,Chinc,1.0,1622222.0,1622222.0
12,BH26_0946,10,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,Xe đạp Thống Nhất SK 24 ghi,AUTO_CLEAN,Chiếc,Chinc,1.0,1622222.0,1622222.0
12,BH26_0946,11,000337002022000,Xe nnp Thnng Nhnt SK 24 xanh,Xe đạp Thống Nhất SK 24 xanh,AUTO_CLEAN,Chiếc,Chinc,1.0,1622222.0,1622222.0
