fact_id,db_order_id,db_line_id,invoice_number,order_date,customer_code,customer_name,tax_code,address,province_name,product_code,product_name_pdf,product_name_clean,product_name_source,unit,quantity,unit_price,line_total,message_id,received_at
11,5,11,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000224002023000,Xe nnp Thnng Nhnt New 24 Kem,Xe đạp Thống Nhất New 24 Kem,AUTO_CLEAN,Chiếc,1.0,1555000.0,1555000.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
12,5,12,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000225002023000,Xe nnp Thnng Nhnt New 26 Kem,Xe đạp Thống Nhất New 26 Kem,AUTO_CLEAN,Chiếc,1.0,1616111.0,1616111.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
13,5,13,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,Xe đạp Thống Nhất LD 26 Pastel Hồng,AUTO_CLEAN,Chiếc,1.0,1799444.0,1799444.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
14,5,14,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000230002013000,Xe nnp Thnng Nhnt LD 26 Pastel Xanh,Xe đạp Thống Nhất LD 26 Pastel Xanh,AUTO_CLEAN,Chiếc,2.0,1799444.0,3598888.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
15,5,15,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,Xe đạp Thống Nhất LD 26 Kem,AUTO_CLEAN,Chiếc,3.0,1799444.0,5398332.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
16,5,16,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000217003001000,Xe nnp Thnng Nhnt GN 06-26 2.0 nen,Xe đạp Thống Nhất GN 06-26 2.0 nen,AUTO_CLEAN,Chiếc,1.0,1591666.0,1591666.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
17,5,17,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,AUTO_CLEAN,Chiếc,3.0,1591666.0,4774998.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
18,5,18,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000217003005000,Xe nnp Thnng Nhnt GN 06-26 2.0 Cam,Xe đạp Thống Nhất GN 06-26 2.0 Cam,AUTO_CLEAN,Chiếc,1.0,1591666.0,1591666.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
19,5,19,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000216003001000,Xe nnp Thnng Nhnt GN 06-24 2.0 nen,Xe đạp Thống Nhất GN 06-24 2.0 nen,AUTO_CLEAN,Chiếc,2.0,1530555.0,3061110.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
20,5,20,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,1040010000080000,Xe nnp Thnng Nhnt TE Batman16 Ghi,Xe đạp Thống Nhất TE Batman16 Ghi,AUTO_CLEAN,Chiếc,1.0,1326851.0,1326851.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
21,5,21,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,Xe đạp Thống Nhất SK 24 nen,AUTO_CLEAN,Chiếc,1.0,1622222.0,1622222.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
22,5,22,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000125002009000,Xe nnp Thnng Nhnt Puppy 20 Hnng,Xe đạp Thống Nhất Puppy 20 Hồng,AUTO_CLEAN,Chiếc,2.0,1310555.0,2621110.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
23,5,23,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,Xe đạp Thống Nhất MTB 26-02 nen,AUTO_CLEAN,Chiếc,1.0,1799444.0,1799444.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
24,5,24,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,1000270020150000,Xe nnp Thnng Nhnt TE Spaceboy 16 Café/nâu,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,AUTO_CLEAN,Chiếc,1.0,943888.0,943888.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
25,5,25,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,1000270020220000,Xe nnp Thnng Nhnt TE Spaceboy 16 Xanh dnn,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dnn,AUTO_CLEAN,ngChiếc,3.0,943888.0,2831664.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
26,5,26,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,1030010000080000,Xe nnp Thnng Nhnt TE Batman12 Ghi,Xe đạp Thống Nhất TE Batman12 Ghi,AUTO_CLEAN,Chiếc,2.0,1262037.0,2524074.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
27,5,27,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,1040010000080000,Xe nnp Thnng Nhnt TE Batman16 Ghi,Xe đạp Thống Nhất TE Batman16 Ghi,AUTO_CLEAN,Chiếc,5.0,1326851.0,6634255.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
28,5,28,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000105002004000,Xe nnp Thnng Nhnt Batwheels 12 nn,Xe đạp Thống Nhất Batwheels 12 nn,AUTO_CLEAN,Chiếc,2.0,1132407.0,2264814.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
29,5,29,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000105002013000,Xe nnp Thnng Nhnt Batwheels 12 Xanh,Xe đạp Thống Nhất Batwheels 12 Xanh,AUTO_CLEAN,Chiếc,2.0,1132407.0,2264814.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
30,5,30,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000106002001000,Xe nnp Thnng Nhnt Batwheels 16 nen,Xe đạp Thống Nhất Batwheels 16 nen,AUTO_CLEAN,Chiếc,2.0,1262037.0,2524074.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
31,5,31,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000106002013000,Xe nnp Thnng Nhnt Batwheels 16 Xanh,Xe đạp Thống Nhất Batwheels 16 Xanh,AUTO_CLEAN,Chiếc,2.0,1262037.0,2524074.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
32,5,32,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000124002009000,Xe nnp Thnng Nhnt Neo 2004 Hnng,Xe đạp Thống Nhất Neo 2004 Hồng,AUTO_CLEAN,Chiếc,2.0,1111111.0,2222222.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
33,5,33,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000124002004000,Xe nnp Thnng Nhnt Neo 2004 nn tnni,Xe đạp Thống Nhất Neo 2004 nn tnni,AUTO_CLEAN,Chiếc,1.0,1111111.0,1111111.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
34,5,34,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,Xe đạp Thống Nhất SK 20 nen,AUTO_CLEAN,Chiếc,2.0,1377777.0,2755554.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
35,5,35,BH26_0939,01/03/2026,KHAIHOAN,DOANH NGHIỆP TW KHẢI HOÀN,114724820,"57B Nguyễn Trãi, Phường Hạc Thành, Thanh Hóa",Thanh Hóa,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,Xe đạp Thống Nhất SK 20 xanh,AUTO_CLEAN,Chiếc,1.0,1377777.0,1377777.0,<177639809699.27.15777827095392894769@khaihoan.vn>,"Sun, 01 Mar 2026 08:47:33 +0700"
36,6,36,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,000217003008000,Xe nnp Thnng Nhnt GN 06-26 2.0 Ghi,Xe đạp Thống Nhất GN 06-26 2.0 Ghi,AUTO_CLEAN,Chiếc,1.0,1591666.0,1591666.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
37,6,37,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,000216003008000,Xe nnp Thnng Nhnt GN 06-24 2.0 Ghi,Xe đạp Thống Nhất GN 06-24 2.0 Ghi,AUTO_CLEAN,Chiếc,1.0,1530555.0,1530555.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
38,6,38,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,000216003001000,Xe nnp Thnng Nhnt GN 06-24 2.0 nen,Xe đạp Thống Nhất GN 06-24 2.0 nen,AUTO_CLEAN,Chiếc,1.0,1530555.0,1530555.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
39,6,39,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,000331002001000,Xe nnp Thnng Nhnt MTB 26-02 nen,Xe đạp Thống Nhất MTB 26-02 nen,AUTO_CLEAN,Chiếc,1.0,1799444.0,1799444.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
40,6,40,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,000337002008000,Xe nnp Thnng Nhnt SK 24 ghi,Xe đạp Thống Nhất SK 24 ghi,AUTO_CLEAN,Chiếc,1.0,1622222.0,1622222.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
41,6,41,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,000337002001000,Xe nnp Thnng Nhnt SK 24 nen,Xe đạp Thống Nhất SK 24 nen,AUTO_CLEAN,Chiếc,1.0,1622222.0,1622222.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
42,6,42,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,000132002022001,Xe nnp Thnng Nhnt GN 2.0 20 xanh - Superma,Xe đạp Thống Nhất GN 2.0 20 xanh - Superma,AUTO_CLEAN,n Chiếc,1.0,1310555.0,1310555.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
43,6,43,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,000336002001000,Xe nnp Thnng Nhnt SK 20 nen,Xe đạp Thống Nhất SK 20 nen,AUTO_CLEAN,Chiếc,1.0,1377777.0,1377777.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
44,6,44,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,000336002022000,Xe nnp Thnng Nhnt SK 20 xanh,Xe đạp Thống Nhất SK 20 xanh,AUTO_CLEAN,Chiếc,1.0,1377777.0,1377777.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
45,6,45,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,Xe đạp Thống Nhất TE Bunny 16 Hồng,AUTO_CLEAN,Chiếc,2.0,943888.0,1887776.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
46,6,46,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,1000270020150000,Xe nnp Thnng Nhnt TE Spaceboy 16 Café/nâu,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,AUTO_CLEAN,Chiếc,2.0,943888.0,1887776.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
47,6,47,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,1000270020220000,Xe nnp Thnng Nhnt TE Spaceboy 16 Xanh dnn,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dnn,AUTO_CLEAN,ngChiếc,2.0,943888.0,1887776.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
48,6,48,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,1000210020090000,Xe nnp Thnng Nhnt TE Love 12 Hnng,Xe đạp Thống Nhất TE Love 12 Hồng,AUTO_CLEAN,Chiếc,1.0,882777.0,882777.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
49,6,49,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,000102002023000,Xe nnp Thnng Nhnt We Bare Bears 12 Kem,Xe đạp Thống Nhất We Bare Bears 12 Kem,AUTO_CLEAN,Chiếc,1.0,1132407.0,1132407.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
50,6,50,BH26_0940,01/03/2026,QUANGVINH,HỘ KINH DOANH QUANG VINH,142986152,"Lê Thái Tổ, Thôn Tân Minh, Xã Triệu Sơn, Tỉnh Thanh Hoá, Việt Nam",Thanh Hóa,000102002009000,Xe nnp Thnng Nhnt We Bare Bears 12 Hnng,Xe đạp Thống Nhất We Bare Bears 12 Hồng,AUTO_CLEAN,Chiếc,1.0,1132407.0,1132407.0,<177639809698.27.1283066103397798384@quangvinh.vn>,"Sun, 01 Mar 2026 14:52:42 +0700"
51,7,51,BH26_0941,01/03/2026,TAYBAC,HỘ KINH DOANH TÂY BẮC,221631348,"Ki ốt số 6, 7 Chợ Mọc, Phố Mới, Xã Tân Yên, Bắc Ninh",Bắc Ninh,1000240020090000,Xe nnp Thnng Nhnt TE Bunny 16 Hnng,Xe đạp Thống Nhất TE Bunny 16 Hồng,AUTO_CLEAN,Chiếc,1.0,943888.0,943888.0,<177639809698.27.14260593838171589262@taybac.vn>,"Sun, 01 Mar 2026 07:56:56 +0700"
52,7,52,BH26_0941,01/03/2026,TAYBAC,HỘ KINH DOANH TÂY BẮC,221631348,"Ki ốt số 6, 7 Chợ Mọc, Phố Mới, Xã Tân Yên, Bắc Ninh",Bắc Ninh,1000240020220000,Xe nnp Thnng Nhnt TE Bunny 16 Xanh dnnng,Xe đạp Thống Nhất TE Bunny 16 Xanh dnnng,AUTO_CLEAN,Chiếc,1.0,943888.0,943888.0,<177639809698.27.14260593838171589262@taybac.vn>,"Sun, 01 Mar 2026 07:56:56 +0700"
53,7,53,BH26_0941,01/03/2026,TAYBAC,HỘ KINH DOANH TÂY BẮC,221631348,"Ki ốt số 6, 7 Chợ Mọc, Phố Mới, Xã Tân Yên, Bắc Ninh",Bắc Ninh,000230002023000,Xe nnp Thnng Nhnt LD 26 Kem,Xe đạp Thống Nhất LD 26 Kem,AUTO_CLEAN,Chiếc,4.0,1799444.0,7197776.0,<177639809698.27.14260593838171589262@taybac.vn>,"Sun, 01 Mar 2026 07:56:56 +0700"
54,7,54,BH26_0941,01/03/2026,TAYBAC,HỘ KINH DOANH TÂY BẮC,221631348,"Ki ốt số 6, 7 Chợ Mọc, Phố Mới, Xã Tân Yên, Bắc Ninh",Bắc Ninh,000230002013000,Xe nnp Thnng Nhnt LD 26 Pastel Xanh,Xe đạp Thống Nhất LD 26 Pastel Xanh,AUTO_CLEAN,Chiếc,3.0,1799444.0,5398332.0,<177639809698.27.14260593838171589262@taybac.vn>,"Sun, 01 Mar 2026 07:56:56 +0700"
55,7,55,BH26_0941,01/03/2026,TAYBAC,HỘ KINH DOANH TÂY BẮC,221631348,"Ki ốt số 6, 7 Chợ Mọc, Phố Mới, Xã Tân Yên, Bắc Ninh",Bắc Ninh,000230002009000,Xe nnp Thnng Nhnt LD 26 Pastel Hnng,Xe đạp Thống Nhất LD 26 Pastel Hồng,AUTO_CLEAN,Chiếc,3.0,1799444.0,5398332.0,<177639809698.27.14260593838171589262@taybac.vn>,"Sun, 01 Mar 2026 07:56:56 +0700"
